angry,crawled_utctime,created_time,haha,id,like,love,message,owner_id,sad,type
15,2018-03-22 10:25:19.063976,2018-03-12 01:16:15+00:00,1054,114731331886956_2158441194182616,4162,61,"Một sự thật không thể chối cãi 😉😉

[Sky]",114731331886956,20,photo
5,2018-03-22 10:25:19.063976,2018-03-12 01:02:03+00:00,13,114731331886956_2158182594208476,365,3,"* Những tiếng kêu cứu xé lòng của thầy cô, cả xã hội ơi cứu chúng em với!
500 cô thầy giáo kêu gào xã hội cứu giúp nhưng thử hỏi trong mấy chục năm qua, biết bao người dân bị áp bức, bị cướp đất các cô thầy có bao giờ lên tiếng ủng hộ họ chưa? Nếu chúng ta vô cảm với những đớn đau của người khác thì rồi sẽ tới lượt chúng ta!

Fb Tam Nguyen
.S:

 (GDVN) - Mọi người hãy đòi lại sự công bằng cho bọn em với. Ai trả lại mấy năm trời tuổi thanh xuân cho bọn em? Bây giờ đẩy bọn em ra đường, bọn em sẽ làm gì?",114731331886956,40,link
5,2018-03-22 10:25:19.063976,2018-03-12 00:02:46+00:00,282,114731331886956_2158161017543967,640,15,"* Chuyện ""Đường Tăng hối lộ""

Những tích truyện Phật giáo hay ở chỗ hàm chứa ý nghĩa sâu xa uyên ảo để người nghiên cứu càng lúc càng nhận ra cái hay, và sự tiếp cận về ý nghĩa của mỗi chặng đường tu mỗi lúc mỗi đến tầng bậc cao hơn tựa như đường xoắn ốc. Do đó, lấy cái hiểu bình thường, dân dã với cơm áo gạo tiền ra mà xét đoán những tình tiết trong truyện Phật thì chẳng khác nào ""ngồi đáy giếng nhìn trăng"".

Ngô Thừa Ân am hiểu sâu xa Phật lý, mỗi tình tiết trong Tây Du Ký được xây dựng để nói lên một ý nghĩa nào đó trong đạo Phật. Ví dụ như các nhân vật chính đại diện cho từng đặc tính tâm lý trong mỗi con người đang trên đường tu.

- Tề Thiên: đại diện cho căn Trí, trong hình dạng một con khỉ lao chao, lanh lẹ, tài giỏi phi thường nhưng tánh nóng nảy nên cần có vòng Kim Cô (sự ray rứt, tiếng gọi của lương tâm) để điều phục nó. Người thông minh, giỏi giang thường dễ phát sinh nóng nảy, háo thắng là gốc của tâm Sân nên phải được lòng Từ bi chủ trì là vậy.

- Tam Tạng: đại diện cho tâm Từ bi, thiện lành, với vẻ ngoài đẹp đẽ, hiền lương. Tam Tạng còn đại diện cho Ý chí, quyết vượt mọi chông gai, yêu ma gian khổ để đạt công quả cuối cùng. Biết bao nhiêu lần cùng đường nghẽn lối, đệ tử nản lòng nhưng Tam Tạng một mực không từ bỏ con đường.

- Bát Giới: đại diện cho lòng Tham với bộ dạng một con heo ham ăn ngủ, ưa tài sắc. Bát Giới đam mê Danh - Lợi - Tình nên cần có lý Trí (Tề Thiên) chế ngự. Một kẻ bệ rạc như vậy tại sao không bỏ? Vì Bát Giới còn là thể hiện của sự Đam mê, hứng thú. Làm việc gì mà thiếu sự đam mê thì khó thành công.

- Sa Tăng: đại diện cho tính Nhẫn nại, chịu khó và tuân thủ quy tắc. Sa Tăng còn có vẻ ngờ nghệch, chậm hiểu, ý nói là tính Si trong mỗi con người. Ai mà chẳng có chỗ chưa thông? Còn mờ tối thì mới đi tìm chân lý.

- Con ngựa bạch: đại diện cho đức tính dũng mãnh. Người ta hay chúc nhau câu ""Long Mã Tinh Thần"" là vậy. 

Chỉ xét một ít trong Tây Du Ký thôi đã thấy đây là tác phẩm thấm đượm triết lý nhà Phật. Trở lại nguyên bản, tình tiết Đường Tăng trao chiếc bình bát bằng vàng cho A-Nan và Ca-Diếp để đổi lấy kinh sách có nghĩa là: Đường Tăng phải bỏ tính sở hữu, bỏ cái Ngã, diệt Tham-Sân-Si mới chứng được đạo (lấy được kinh). Chiếc bát vàng là vật kỷ niệm vua Đường ban cho Tam Tạng và cùng lúc đó kết nghĩa anh em. Do đó, việc bỏ bát vàng đi cũng là gạt hết những quyến luyến ngoài đời bởi còn đeo mang thì làm sao giải thoát? Cũng như thế, những yêu ma, mỹ nữ đại diện cho sự sợ hãi, dục vọng bên trong mà một hành giả (người tu) cần khắc phục. Một tình tiết có ý nghĩa rất hay, thâm diệu và đượm đầy pháp vị như vậy, tuy nhiên khi đến tay bọn làm phim thời Trung Cộng, họ ngu hay cố ý làm cho người xem hiểu đó là chuyện hối lộ, vật chất đổi vật chất.

Chỉ cần xét theo logic bình thường cũng thấy rằng đó không phải là chuyện hối lộ. Phật đã bỏ ngôi vị thái tử, Anan xuất thân hoàng tộc, là vị A-la-hán có năng lực tổng trì, nghe nhớ hết lời Phật, nhờ đó sau này mới kết tập được kinh Phật, còn Ca-diếp là Sơ tổ Thiền tông, sống hạnh giản đơn, chỉ ngủ ngoài gốc cây. Đối với những vị như vậy thì cái bát vàng có sá gì? Hoặc cũng có thể đặt một câu hỏi: Một tôn giáo chủ trương xả bỏ như Phật giáo mà lại dung túng cho hành động hối lộ, vậy làm sao tôn giáo ấy có thể tồn tại đến nay đã 25 thế kỷ? Chỉ cần suy luận như thế cũng có thể hiểu bản chất của sự việc.

Ngày nay, người ta hay dùng cách diễn đạt của bọn làm phim vô thần để ngụy biện. Sau khi cho rằng ""nước nào, xã hội nào cũng có tham nhũng"", nói mãi cũng nhàm, họ liền dùng ""tuyệt chiêu"": Đường Tăng còn hối lộ ở đất Phật mới lấy được chân kinh kìa!

Cái ngu và cố tình ngu của những người làm phim Tây Du Ký vậy mà cũng còn hữu dụng cho đến bây giờ, không chỉ ở trong xã hội TQ.

Và ở VN có một ông đầu bạc suy nghĩ y chang Tàu, cũng dùng lý lẽ nông cạn, dùng một tình tiết tưởng tượng để ngụy biện cho tình trạng tham nhũng trong đảng viên, cán bộ dưới quyền của ông. Tư duy như vậy, bảo sao tình trạng tham nhũng, hối lộ lại tràn lan như dịch bệnh?

Còn bản thân ông? Nghe nói ông không tham của nhưng chẳng phải tham quyền cố vị là bà cố nội của tham nhũng hay sao?

Fb Hien Chi Vo 
.S:",114731331886956,5,photo
3,2018-03-22 10:25:19.063976,2018-03-11 16:00:10+00:00,3,114731331886956_2157707970922605,565,53,"HỌ CÒN MUỐN GÌ NỮA? 
 
Sau cuộc ""đào thoát"" hôm 26/2/2018 (tôi có kể lại chuyện này trong bài ""Chúng sẽ đến""), tôi đã nghĩ là mình thoát rồi, và đã nói với bạn bè rằng mình đang ""lẩn trốn ở Việt Nam"".
 
Sự thực là không phải đến bây giờ tôi mới ""lẩn trốn"". Tôi đã ở trong tình trạng này từ cuối tháng 6 năm ngoái.
 
Tôi đã không ở nhà gần một năm rồi, và cứ thế lang thang hết vùng này lại vùng khác, hết nhà này lại nhà khác. Di chuyển bằng ô-tô, xe khách, không dám đi máy bay để khỏi bị phát hiện. Có những lần nằm giường tầng, không có chỗ để cây đàn guitar, tôi ngủ luôn với cây đàn trên ngực.
 
Và cái cảm giác mơ hồ, ""không biết có qua được đêm nay không? Không biết giờ này đêm mai thế nào?"" lướt qua khi ngồi bên những người thân, bạn bè của mình trong những ngày tháng căng thẳng.
 
Ngay cả khi chơi đàn, trong đầu tôi vẫn thoáng câu thơ của Thanh Tâm Tuyền: ""Ôm em trong tay mà đã nhớ em ngày sắp tới"" (Dạ khúc, 1964).
 
Nhiều bạn sẽ hỏi tôi phải sống như thế để làm gì? Sao không về nhà mình mà ở cho đàng hoàng, phải chui lủi, vạ vật như chuột vậy?
 
Vâng, tôi cũng muốn ở nhà lắm chứ. Tôi yêu căn phòng nhỏ của tôi lắm. Ở đó, có tủ sách để một người viết như tôi có thể lần từng trang sách tham khảo bất kỳ lúc nào, có đồ ăn, có... thuốc, có cây đàn guitar, có giá để nhạc, và quan trọng hơn tất cả, có mẹ tôi.
 
Không phải ngẫu nhiên mà một đứa dốt thi ca như tôi lại rất nhớ câu ""tôi yêu đất nước này chân thật/ như yêu căn nhà nhỏ có mẹ của tôi"".
 
Nhưng tôi không thể ở nhà được.
 
Tôi không thể ở nhà để cứ mỗi ngày ""có sự kiện"" (như Chủ nhật 5/3/2017) là dưới chân toà chung cư lại la liệt thanh niên đông vui như hội - mà hễ cứ tôi bước xuống đường là họ nhẹ thì chặn đường nhìn lừ lừ rồi mới tránh cho đi, nặng thì giang tay ra ngăn: ""Chị đi đâu? Lên nhà"".
 
Nếu tôi tỏ ý không nghe thì câu chuyện lại kết thúc ở đồn công an. Và cái cảm giác ngồi đúng một tư thế trên cái ghế gỗ ở một đồn công an nào đấy (tôi bị đau chân nên có nhiều tư thế không ngồi được), cứ nguyên như thế đến cuối ngày, không làm gì cả, kể ra khá mệt. Phía an ninh cũng vào hỏi này khác nhưng thực sự thì tôi có gì để nói với họ? Chưa kể có lần đôi bên còn chửi nhau tàn tệ, chỉ còn thiếu nước ném các bộ phận cơ thể vào mặt nhau.
 
Tôi cũng không muốn ở nhà để phải chịu cái cảm giác ai đó vẫn kè kè, lẩn quất đâu đó quanh tôi. Theo dõi ""kín"" còn lịch sự; có lần họ còn cố tình đi sau tôi chỉ vài bước chân, gần đến mức tôi cảm thấy hơi thở của họ sau gáy mình. Tôi quay lại, cáu kỉnh: ""Đi theo người ta làm cái gì?"". Cô nàng tên Hằng (?) vênh mặt lên: ""Tôi thích đi theo đấy, chị làm gì tôi?"". 
 
Thỉnh thoảng tôi bị bắt giữa đường khi chỉ đơn giản là đang đi có hẹn cafe với bạn. Người bạn ra quán ngồi chờ mãi không thấy gì, liên hệ tôi không được, đành bực bội bỏ về. Khổ lắm, làm sao tôi báo được cho bạn để nói một câu xin lỗi, khi mà một khi đã tóm được tôi thì một trong những việc đầu tiên ""anh em an ninh"" làm luôn là giật ngay điện thoại - ngôn ngữ của công an là ""khống chế, thu giữ phương tiện liên lạc"".
 
Lâu lâu, căn hộ tôi ở lại mất điện, mất Internet (các nhà khác trong chung cư vẫn sinh hoạt bình thường, không có vấn đề gì). Có những ""kỹ thuật viên"" mặt già đanh đến sửa mạng, quần thảo cả ngày rồi kết luận ""tư vấn"": ""Chị dùng mạng thì thỉnh thoảng nên ngắt modem cho nó nghỉ lấy vài tiếng chứ chạy liên tục, nó hỏng đấy"". ""Sao dạo này công ty mình không dùng mấy cậu kỹ thuật viên trẻ trẻ nữa?"". ""À ừ, dạo này nhiều việc, bên tôi tăng cường"". Cái từ ""tăng cường"" làm tôi không giấu được một nụ cười.
 
Lần gần đây nhất, sau hai ngày, kỹ thuật viên (trẻ hơn) cũng đến sửa mạng cho nhà tôi, nhưng giải thích loằng ngoằng một hồi rồi cười gượng: ""Thôi, cái này em không nói được đâu chị"".
 
Có những ngày, những tuần tôi không thể ra khỏi nhà được, trừ phi muốn... lên đồn ngồi tới chiều tối rồi thất thểu về.
 
Có thể bạn sẽ bảo: Sống như thế thì có làm sao? Người ta còn đi tù kia kìa.
 
Đúng vậy. Đối với tôi, cuộc sống như thế tuy không bình thường lắm nhưng cũng chưa có gì đáng phải than vãn. Nhưng, đơn giản là nếu như vậy, tôi không thể đi đâu, làm gì, gặp gỡ ai được cả. Mà điều đó, với một nhà báo, một người viết, hay một nhà hoạt động, đều là sự tự tiêu diệt mình (hay là sự chấp nhận để bị tiêu diệt thì cũng vậy).
 
Tôi không phải là Khổng Minh để nằm lều cỏ, sau màn trướng định việc thiên hạ. Không phải là ""mẹ Suu Kyi"" vĩ đại của dân Myanmar để ngồi nhà mấy chục năm ""làm biểu tượng"" cho cuộc tranh đấu của người Miến. (Nói là bị quản thúc nhưng thật ra bà vẫn được gặp rất nhiều người, ""quần chúng"" vẫn đến thăm tư dinh bà nườm nượp, và bà vẫn là lãnh đạo một đảng đối lập chứ không bị khép vào tội ""hành động lật đổ chính quyền nhân dân"" theo Điều 79 Bộ luật Hình sự (cũ) như ở ta). 
 
Tất nhiên tôi cũng hiểu, họ đâu có coi tôi là một công dân bình thường, một người viết như mọi người viết khác. Họ coi tôi là một phần tử chống phá ""Đảng và Nhà nước"" của họ quyết liệt.
 
Tôi hiểu điều đó, và tôi chấp nhận hậu quả của nó. Suy cho cùng, chúng ta chống độc tài thì độc tài tiêu diệt chúng ta là đương nhiên, chứ lẽ nào cả một bộ máy đang vẫy vùng thoả thuê, phè phỡn trong quyền lực như thế lại để một vài công dân ngang nhiên chống lại nó, thách thức nó?
 
Cho nên, nếu có ai hỏi tôi ""cảm thấy thế nào?"" thì câu trả lời thành thực là ""vẫn chưa có gì ghê gớm lắm, vẫn ở trong mức chịu đựng được, và tôi chấp nhận"".  
 
Tuy nhiên, dù sao cũng phải nói rằng: Đây đúng là một cuộc chiến, nhưng nó... bất bình đẳng quá. Giá như đó là một cuộc cạnh tranh chính trị bình đẳng, bằng lá phiếu chẳng hạn, thông qua bầu cử tự do và công bằng, thì sẽ làm đẹp cho cả hai bên.
 
Còn cuộc chiến giữa một bên là cả bộ máy độc đảng với hàng trăm ngàn công an, hàng ngàn tổ chức ngoại vi ""cánh tay nối dài"", quyền lực vô đối trong tiếp cận ngân sách nhà nước, các nguồn tài chính, sở hữu và kiểm soát chặt chẽ cả ngàn tờ báo, hàng chục kênh truyền hình-phát thanh, chưa kể không gian mạng, rồi viện kiểm sát của công an, toà án công an trị, nhà tù của công an... với một bên là vài cá nhân tay không tấc sắt, đi khỏi nhà còn chẳng được, hơi một tí là lại bị xách cổ về đồn... Cuộc chiến ấy chẳng quân tử vẻ vang gì cho bên thắng cuộc, nhỉ? (Cứ tạm cho họ là bên thắng cuộc đi).
 
Họ còn muốn gì ở tôi nữa? Muốn tôi ở yên trong nhà, ""đi đâu thì báo với nhau một tiếng"", cho đi mới được đi hay sao? Muốn tôi viết những bài chỉ trích phong trào dân chủ, chê bai dân trí thấp, người dân ý thức kém, giới hoạt động thì toàn bọn cơ hội chính trị hay sao?
 
Không đâu. Tôi - và chúng ta - không chiều họ dễ dàng như thế được đâu.
 
Tôi chấp nhận bị đàn áp, vì tôi chống họ. Nhưng phải kính sợ, nể phục một ""cái gọi là nhà nước"" hèn như thế thì không. Không bao giờ.

(Nhà báo Đoan Trang)

Ảnh : Lê Quốc Tuấn

Bài ""Chúng sẽ đến sau 5 phút"" https://www.facebook.com/nhatkyyeunuoc1/posts/2154177321275670

[Sky]",114731331886956,25,photo
1,2018-03-22 10:25:19.063976,2018-03-11 15:30:47+00:00,180,114731331886956_2157687477591321,372,4,"R.I.P Nguyễn Thanh Hóa - Cục trưởng Cục C50 😅😅

Ảnh: LAP

[Sky]",114731331886956,0,photo
61,2018-03-22 10:25:19.063976,2018-03-11 15:00:30+00:00,1,114731331886956_2157681457591923,281,2,"29. Ngày 9/3/1974 pháo kích đạn cối 82mm vào trường tiểu học Cai Lậy, Định Tường, Tiền Giang. Lúc 2:55 trưa, ngày 9 tháng 3 năm 1974. Đúng ngay lúc các em đang trong giờ ra chơi. Giết chết 23 em học sinh và 43 học sinh khác bị thương.

Vụ thảm sát các em học sinh Trường Tiểu học Cai Lậy này , đã làm bàng hoàng chấn động, gây ấn tượng mạnh trong dân chúng lúc bấy giờ, nhưng không được thế giới và nhiều người biết đến nhiều, cũng như không được báo chí nhắc đến. Ngay cả nhiều hình ảnh thảm sát này bị giới truyền thông ém nhẹm không đưa lên báo chí, và không có trong các kho tài liệu hình ảnh lưu trữ phổ biến .

• Dưới đây là bài thơ ""Sân Trường Cai Lậy"" của thi sĩ Ngô Văn Thọ.

               SÂN TRƯỜNG CAI LẬY

    Tôi vẫn nhớ buổi kinh hoàng Cai Lậy
    Giặc pháo vào trường học lúc giờ chơi
    Tuổi thơ ngây đang đùa giỡn vui cười
    Nằm phơi xác miệng còn trơ viên kẹo
    Tôi thấy những người mẹ đi lẽo đẽo
    Quanh ngôi trường tìm nhặt mớ thịt xương
    Gỡ tóc tai, lẫn máu dính trên tường
    Của hai mươi chín thiên thần bé bỏng
    Tôi đã thấy hai hàng lệ nóng 
    Chảy không ngừng trên gương mặt xanh xao
    Của người mẹ buồn héo hắt khổ đau
    Nhận xác con nhờ áo lem mực tím...”.
                                          - Ngô Văn Thọ -

fb Nguyen Peng

[Sky]",114731331886956,74,photo
8,2018-03-22 10:25:19.063976,2018-03-11 14:30:55+00:00,196,114731331886956_2157564564270279,1134,10,"Điểm danh những tướng công an đã và sẽ lên đường thời gian tới:

1. Trung tướng Phan Văn Vĩnh, Nguyên Tổng cục trưởng TCCS, đã khởi tố vụ án đánh bài ở Phú Thọ. Có nguồn tin đã bị bắt. Chưa công bố. 

2. Thiếu tướng Nguyễn Thanh Hoá, đương nhiệm Cục trưởng Cục cảnh sát phòng chống công nghệ cao C50, cùng vụ với tướng Vĩnh. Đã trốn vào bệnh viện tâm thần nửa năm nay. 

3. Trung tướng Bùi Văn Thành, đương nhiệm Thứ trưởng BCA, liên quan mật thiết với Vũ Nhôm. 

4. Thượng tướng Trần Việt Tân,đã nghỉ hưu, Nguyên Thứ trưởng BCA phụ trách tình báo, người kí tên trong thẻ ngành CA của Vũ Nhôm. 

5. Đại tướng Y, là đại ca của 4 tướng trên, là chú họ(dượng) của Vũ Nhôm. Vũ Nhôm có một CMND khác ngoài CMND tên Phan Văn Anh Vũ, tên là Trần Đại Vũ. 
...
Mời mọi người điểm danh thêm.

Đề cử ứng viên Thứ trưởng BCA thời gian tới:

Thiếu tướng Lý Anh Dũng, Cục trưởng Cục ANĐT A92, 52 tuổi, người đang được TBT Nguyễn Phú Trọng trao “thượng phương bảo kiếm”, có quyền chém bất cứ ai không cần hỏi.

(Fb Trịnh Anh Tuấn)

[K]

https://news.zing.vn/bat-tam-giam-cuu-cuc-truong-canh-sat-cong-nghe-cao-post825234.html",114731331886956,3,link
0,2018-03-22 10:25:19.063976,2018-03-11 14:30:29+00:00,210,114731331886956_2157661070927295,396,6,"Lẽ ra chúng ta đã có thêm 95 vị giáo sư và phó giáo sư. Nhưng không, lần này dư luận sai...quá sai. 😄

Ps: Ai lại để Bộ trưởng GD Phùng Xuân Nhạ rút kinh nghiệm về việc phong hàm Giáo sư. Sai...lại sai thêm lần nữa.

[Sky]",114731331886956,2,photo
10,2018-03-22 10:25:19.063976,2018-03-11 14:01:39+00:00,76,114731331886956_2157630000930402,601,6,"* Cục trưởng C50 Nguyễn Thanh Hoá mới bị bắt vì tổ chức đường dây đánh bạc, như vậy liệu có thuận lợi cho quận  Nam Từ Liêm xử lý sai phạm xây dựng đối với biệt thự này ko?
.S:
“Dư luận một lần nữa đặt ra câu hỏi ai và thế lực nào đã “dung túng” cho những sai phạm công trình sai phạm của Thiếu tướng Nguyễn Thanh Hóa nói riêng và các công trình khác nói chung tại khu vực dự án này ? Và tại sao sau 3 tháng xác định sai phạm, có biên bản đề nghị tháo dỡ trong vòng 15 ngày nhưng công trình này vẫn ngang nhiên sừng sững tồn tại bất chấp pháp luật?”",114731331886956,2,link
5,2018-03-22 10:25:19.063976,2018-03-11 13:33:36+00:00,80,114731331886956_2157651977594871,332,2,"Nguyên cục trưởng Cục Cảnh sát phòng chống tội phạm công nghệ cao sử dụng công nghệ cao để phạm pháp. 

Ấy thế mà VTV đưa tin chỉ nói sơ qua tên, địa chỉ, tội danh mà không dám nói về tiểu sử, chức danh của Nguyễn Thanh Hóa. Thật vãi với bón điếm bút Vua Tin Vịt (VTV). 😏😏

[Sky]
http://m.vietnamnet.vn/vn/phap-luat/ho-so-vu-an/khoi-to-nguyen-cuc-truong-cuc-canh-sat-phong-chong-toi-pham-cong-nghe-cao-435066.html",114731331886956,0,photo
26,2018-03-22 10:25:19.063976,2018-03-11 13:31:43+00:00,197,114731331886956_2157560534270682,1042,8,"Khi hiến pháp nằm trong tay cộng sản, nó được viết hoặc sửa theo ý thích của cộng sản. Hiến pháp - một khế ước cao nhất giữa người dân và chính quyền khi đó cũng chỉ là một văn bản thể hiện ý nguyện của cộng sản. Gọi cộng sản là độc tài hoặc phong kiến kiểu mới cũng không sai.

Chỉ khác phong kiến một chút, ngôi vị ""hoàng đế"" được truyền từ kẻ này sang kẻ khác trong đảng thay vì cha truyền con nối (trừ Triều Tiên). Bản chất cộng sản không khác phong kiến là bao.

Giới thiệu với các bạn điều các bạn cũng ...biết : hoàng đế TQ thế kỷ 21!

Chẳng bao lâu nữa, đảng ta cũng sẽ bắt chước y khuôn. 

[K]

https://tuoitre.vn/quoc-hoi-trung-quoc-nhat-tri-sua-hien-phap-mo-duong-cho-ong-tap-20180311153238975.htm",114731331886956,8,link
2,2018-03-22 10:25:19.063976,2018-03-11 13:04:36+00:00,1,114731331886956_2156742377685831,371,5,"Ngày 14/03/1989 là ngày gì ?

Đó là một ngày bình thường đối với tất cả mọi người trên thế giới, trừ những... thuyền nhân Việt Nam vượt biên đến bến bờ an toàn, nhưng sau cái ngày nghiệt ngã đó...

Vào cuối thập niên 50 Liên Hiệp Quốc đã thông qua một công ước qui định những điều kiện để một người cần hội đủ cho tư cách tị nạn của mình. Do đó một người đào thoát khỏi nước muốn xin tị nạn ở đâu, phải chờ duyệt xét để xác định tư cách tị nạn của mình, nếu bị từ chối tư cách tỵ nạn, thì người ấy có nguy cơ bị trục xuất về nguyên quán. Công ước này đã được thi hành từ lâu. 
Tuy nhiên đối với thuyền nhân Việt Nam lại là một ngoại lệ đầu tiên, và ngoại lệ đó là bất cứ thuyền nhân nào đã đến được trại tỵ nạn đều mặc nhiên được xem như đủ tư cách tị nạn và chờ đợi một phái đoàn của một quốc gia thứ 3 nào đó đến nhận để được tái định cư ( dĩ nhiên qua sự giới thiệu của đại diện của cao ủy LHQ đặc trách tị nạn ). 
Có lẽ theo sự phỏng đoán chủ quan thì đối với thuyền nhân VN, chính phủ Hoa Kỳ cảm thấy có một món nợ nào đấy khi bất ngờ nửa đường đổi ý trong cuộc chiến tranh Việt Nam. Do vậy Mỹ đã có một cách nào đấy để ""can thiệp sâu"" vào chính sách tị nạn của LHQ, và ta cũng ngầm hiểu rằng trong tất cả những thành viên của LHQ thì Hoa Kỳ là một trong những... ""đại gia"" !

Đây cũng chính là một trong những nguyên nhân mà làn sóng người vượt biên ồ ạt dâng cao một cách đáng ngại. 
Chính sách di dân của các quốc gia khi nhận người tị nạn không đáp ứng kịp thời số người càng ngày càng quá tải trong các trại tị nạn. Cơn khủng hoảng ngưòi Việt Nam tị nạn suốt gần mười năm trời mà LHQ vẫn chưa tìm ra giải pháp để chấm dứt, hay ít ra ngăn chận phần nào số người Việt bỏ nước ra đi, dù rằng chương trình "" ra đi có trật tự"" ( tức là ODP the Orderly Departure Program ) đã được thi hành những đợt đầu tiên, mãi cho đến năm 1989. Và cái ngày định mệnh đó được ra đời tạo không biết bao nhiêu là oái oăm cho những người đến sau.

Vào đầu tháng 03/1989, các nước có trại tị nạn thuyền nhân Việt Nam ở Đông Nam Á như: Hong Kong, Malaysia, Indonesia, Philippines, Thailand đã đồng thuận gặp nhau qua một cuộc họp trong một chương trình gọi là ""Chương trình hành động chung"" ( POA, tức là The Plan Of Action ) để cùng nhau tìm ra giải pháp hầu ngặn chặn làn sóng người Việt Nam vượt biên tị nạn. Sau gần ba tháng làm việc, gồm nhiều phiên họp, cuối cùng ncác quồc gia trên đã cùng nhau ký một thông cáo chung được áp dụng với tất cả các trại tị nạn thuyền nhân Việt Nam ở Đông Nam Á. Ngày ký thông cáo chung này là ngày 14/06/1989. Trong thông cáo chung này có một quyết định sinh tử vi phạm nguyên tắc bất hồi tố về mặt công pháp lẫn tư pháp, đó là: Bất cứ thuyền nhân Việt Nam nào vượt biện đến trại tị nạn ( hay đúng ra là đến được bến bờ bình an và được cơ quan hữu quyền lập biên bản về ngày giờ cập bến ) sau 0 giờ ngày 14/03/1989 ( tức là 3 tháng trước ngày ký thông cáo chung ) không được mặc nhiên công nhận tư cách quy chế tị nạn ( như trước ) mà phải qua một tiến trình ""thanh lọc"".
Và như thế, những tàu đến sau phải chờ đợi luân phiên theo thứ tự số tàu để ""thanh lọc"". Phải tiến hành phỏng vấn, nghiên cứu hồ sơ cá nhân, kết hợp giữa hồ sơ được thiết lập ngay khi mới bước chân lên đảo bởi một cơ quan đặc biệt của Mỹ ( SB: Special Branch mà đứng đầu là một nhân vật tình báo Mỹ có tên gọi ngắn gọn là Bill ) và hồ sơ do cao ủy thết lập sau này. 
Tuy nhiên, vì chưa nắm rõ tình hình thực sự ở Việt Nam sau 30/04/1975, nên Cao ủy Tị nạn lại phải bỏ thêm thời gian để nắm bắt thêm những thông tin càng nhiều càng tốt. Không rõ những nguồn nào khác cung cấp thông tin cho họ, riêng ở cộng đồng tị nạn, Cao ủy Tị nạn đã cho mời đồng bào thuộc cả chục ""dạng"" khàc nhau, như quân cán chính chế độ cũ, nông dân, thợ thuyền, trí thức, thương gia..v..v... để tra hỏi, tìm hiểu. 
Dù vậy, đợt thanh lọc đầu cho những con tàu đầu tiên tiến hành rất châm chạp, có khi trên dưới nửa tháng trời mới tiến hành xong cho một con tàu... Dù càng về sau tiến độ thanh lọc càng nhanh, nhưng chỉ cần đi trễ 3 tháng mà phải chịu trễ 3 năm để chờ đợi đến lượt được thanh lọc.

Từ quyết định ""đóng cửa"" này mà thời gian ở các trại tị nạn kéo dài, trước đó thì chỉ độ vài tháng là đã được định cư, thì giờ đây thời gian đó trở thành... vài năm

(Fb Huỳnh Bá Phương st)

[K]",114731331886956,51,photo
94,2018-03-22 10:25:19.063976,2018-03-11 12:33:42+00:00,105,114731331886956_2157542447605824,774,3,"Trong đơn gửi cơ quan chức năng, chim lợn ""giang hồ đầu hói"" cho rằng mình đến tác nghiệp tình hình mất an ninh trật tự tại BOT bẩn tại Cần Thơ,

Thế nhưng video clip ghi tại hiện trường lại cho thấy ""giang hồ đầu hói"" mới là kẻ gây mất an ninh trật tự, chửi bới hăm doạ, cầm tuýp sắt tấn công người khác đến mức CA buộc phải dẫn đi. Chưa hết, khi trong đồn ""chim lợn đầu hói"" vẫn tiếp tục hăm doạ tài xế như thể y là người nhà của CA!

May thay có video bằng chứng đầy đủ. Nếu không nó còn chối, bẻ cong sự việc đến đâu?!

https://www.facebook.com/nhatkyyeunuoc1/posts/2155495434477192

[K]

http://congan.com.vn/song-theo-phap-luat/phong-vien-bi-to-hanh-hung-tai-xe-o-tram-bot-t2-giai-trinh_52214.html#top-header",114731331886956,2,link
0,2018-03-22 10:25:19.063976,2018-03-11 12:06:36+00:00,33,114731331886956_2157442674282468,192,2,"NGUYÊN CỤC TRƯỞNG  CỤC CHỐNG TỘI PHẠM CÔNG NGHỆ CAO (C50) BẢO KÊ ĐÁNH BẠC CÔNG NGHỆ CAO!

Cần nói rõ hơn, cục trưởng đáng kính của chúng ta bảo kê, tổ chức đánh bạc công nghệ cao khi còn đương chức nhé. 

--------

Đánh bạc công nghệ cao mà được các quan chức Công an cao cấp phòng chống tội phạm công nghệ cao cỡ như thế này bảo kê thì còn gì là quốc gia dân tộc ?  Nhưng bắt được là dấu hiệu tốt rồi.

Còn vụ Vũ nhôm nữa. Một loạt cán bộ cao cấp bảo kê cho đường dây này lũng đoạn đến cả cơ quan Đảng và chính quyền TP. Đà Nẵng (và có thể còn cao hơn) vẫn chưa thấy bắt. Nếu không bắt thì cũng còn gì là quốc gia dân tộc ! Có lẽ đang bắt lần lượt. Cứ tạm tin vậy đi !

(Fb Hoàng Hải Vân)

[K]

http://motthegioi.vn/phap-luat-c-70/khoi-to-bat-giam-nguyen-cuc-truong-c50-nguyen-thanh-hoa-83627.html",114731331886956,0,link
8,2018-03-22 10:25:19.063976,2018-03-11 11:40:00+00:00,98,114731331886956_2157519040941498,892,37,"*  “tài xế Hùng cho biết mình đồng ý nộp phạt chỉ để làm bằng chứng để kiện Công an Q.Thốt Nốt về quyết định xử phạt. “Quy chuẩn Kỹ thuật quốc gia về báo hiệu đường bộ không hề có biển cấm như vậy (cấm dừng xe tại Trạm thu phí quá 5 phút), sao lại phạt được?”
.S:",114731331886956,3,link
